,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.832,0.139,0.584,1.086,0.005,0.004,858.0,853.0,1.01
z_Intercept,0.506,0.015,0.478,0.533,0.001,0.0,709.0,756.0,1.0
t,0.138,0.005,0.129,0.149,0.0,0.0,664.0,690.0,1.0
v_signed_contrast,4.433,0.25,3.944,4.888,0.009,0.008,755.0,605.0,1.0
z_prevresp_cat[prev_right],-0.046,0.022,-0.086,-0.003,0.001,0.001,839.0,847.0,1.0
v_Intercept,-1.109,0.089,-1.294,-0.965,0.004,0.002,662.0,786.0,1.0
a,0.708,0.014,0.682,0.735,0.001,0.0,552.0,574.0,1.0
