,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.493,0.013,0.47,0.518,0.001,0.0,580.0,624.0,1.01
t,0.14,0.005,0.129,0.149,0.0,0.0,518.0,573.0,1.02
v_signed_contrast,4.424,0.239,3.964,4.848,0.011,0.007,471.0,793.0,1.01
v_Intercept,-0.839,0.077,-0.98,-0.695,0.004,0.002,475.0,651.0,1.01
a,0.7,0.013,0.674,0.724,0.001,0.0,563.0,725.0,1.01
