,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.541,0.015,0.515,0.569,0.001,0.0,790.0,709.0,1.0
t,0.197,0.005,0.189,0.205,0.0,0.0,514.0,604.0,1.0
z_prevresp_cat[prev_right],0.075,0.02,0.033,0.111,0.001,0.001,989.0,817.0,1.0
v_signed_contrast,6.309,0.378,5.597,7.028,0.013,0.012,897.0,791.0,1.0
v_Intercept,-0.675,0.092,-0.842,-0.5,0.003,0.003,697.0,631.0,1.0
a,0.545,0.014,0.517,0.569,0.001,0.0,532.0,551.0,1.0
