,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.345,0.136,0.067,0.59,0.004,0.004,919.0,743.0,1.01
z_Intercept,0.461,0.015,0.434,0.492,0.001,0.001,722.0,589.0,1.01
t,0.193,0.005,0.184,0.201,0.0,0.0,536.0,652.0,1.0
v_signed_contrast,6.479,0.292,5.979,7.069,0.009,0.009,1036.0,574.0,1.01
z_prevresp_cat[prev_right],-0.042,0.022,-0.085,0.0,0.001,0.001,775.0,712.0,1.0
v_Intercept,-0.453,0.089,-0.626,-0.289,0.003,0.003,712.0,749.0,1.0
a,0.704,0.013,0.681,0.729,0.0,0.0,794.0,687.0,1.0
