,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
ddmd,0,-69.4301666666803,7.432394033606883,0.0,0.7832324997312404,35.91591480345113,0.0,True,log
ddmb,1,-69.85390297476725,7.035958657304327,0.4237363080869532,0.21676750026875852,35.6681099519783,1.2278804495840092,True,log
ddma,2,-71.99887791376266,5.695302046821951,2.5687112470823683,5.118606628535138e-16,35.51090438412012,2.3513944951432646,True,log
ddmc,3,-73.48311761518512,7.079037888105091,4.052950948504819,5.551115123125783e-16,35.60123263164762,2.3171712411875354,True,log
