,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.567,0.013,0.543,0.589,0.001,0.0,555.0,717.0,1.0
t,0.197,0.005,0.188,0.205,0.0,0.0,515.0,660.0,1.01
v_signed_contrast,6.26,0.399,5.53,7.016,0.015,0.014,685.0,715.0,1.01
v_Intercept,-0.674,0.094,-0.858,-0.51,0.004,0.003,562.0,631.0,1.0
a,0.542,0.014,0.517,0.568,0.001,0.0,632.0,720.0,1.01
