,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.575,0.012,0.553,0.596,0.0,0.0,617.0,760.0,1.0
t,0.158,0.005,0.148,0.166,0.0,0.0,654.0,664.0,1.01
v_signed_contrast,5.619,0.322,5.048,6.239,0.012,0.009,760.0,666.0,1.0
v_Intercept,0.319,0.069,0.195,0.445,0.003,0.002,485.0,691.0,1.0
a,0.702,0.013,0.678,0.726,0.001,0.0,680.0,756.0,1.0
