,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.519,0.016,0.489,0.55,0.001,0.001,773.0,652.0,1.0
t,0.138,0.004,0.131,0.147,0.0,0.0,625.0,513.0,1.01
z_prevresp_cat[prev_right],0.03,0.017,-0.002,0.064,0.001,0.001,1060.0,692.0,1.0
v_signed_contrast,5.812,0.24,5.329,6.234,0.009,0.006,761.0,799.0,1.0
v_Intercept,0.431,0.074,0.272,0.558,0.003,0.002,738.0,695.0,1.01
a,0.791,0.015,0.765,0.819,0.001,0.0,617.0,755.0,1.0
