,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
ddmb,0,-411.56929486077456,5.896053045906001,0.0,0.5599028931229418,37.03627815826641,0.0,True,log
ddma,1,-411.70500454194314,4.9690068764844,0.1357096811685521,0.44009710687707404,37.173624463138474,1.5006543898237765,True,log
ddmc,2,-412.4976234874073,5.92247909949549,0.9283286266327089,0.0,37.092047463972,1.2765150434122519,True,log
ddmd,3,-413.0720293502912,7.183431486687198,1.5027344895166195,0.0,36.964384940839714,0.4254723726250925,True,log
