,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.225,0.161,-0.057,0.53,0.005,0.005,989.0,702.0,1.01
z_Intercept,0.477,0.015,0.452,0.507,0.001,0.0,715.0,552.0,1.0
t,0.177,0.004,0.17,0.184,0.0,0.0,734.0,642.0,1.0
v_signed_contrast,7.16,0.332,6.462,7.742,0.011,0.01,895.0,714.0,1.0
v_Intercept,0.326,0.13,0.076,0.563,0.004,0.003,851.0,662.0,1.0
a,0.549,0.013,0.525,0.572,0.0,0.0,764.0,563.0,1.01
