,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.449,0.019,0.413,0.483,0.001,0.001,703.0,571.0,1.01
t,0.116,0.006,0.105,0.126,0.0,0.0,500.0,421.0,1.01
z_prevresp_cat[prev_right],0.01,0.02,-0.026,0.048,0.001,0.001,803.0,612.0,1.0
v_signed_contrast,4.881,0.295,4.286,5.384,0.01,0.008,955.0,739.0,1.0
v_Intercept,0.492,0.069,0.375,0.629,0.003,0.002,660.0,726.0,1.01
a,0.759,0.015,0.733,0.787,0.001,0.001,423.0,500.0,1.01
