,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.444,0.011,0.424,0.466,0.0,0.0,741.0,752.0,1.01
t,0.146,0.005,0.136,0.155,0.0,0.0,662.0,472.0,1.01
v_signed_contrast,5.739,0.244,5.267,6.173,0.008,0.008,847.0,634.0,1.0
v_Intercept,0.19,0.071,0.048,0.313,0.003,0.002,688.0,538.0,1.0
a,0.73,0.015,0.703,0.76,0.001,0.0,676.0,744.0,1.0
