,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.497,0.016,0.467,0.525,0.001,0.001,790.0,691.0,1.01
t,0.129,0.004,0.122,0.137,0.0,0.0,549.0,674.0,1.0
z_prevresp_cat[prev_right],0.017,0.019,-0.018,0.05,0.001,0.001,951.0,590.0,1.0
v_signed_contrast,4.814,0.252,4.329,5.263,0.008,0.007,965.0,778.0,1.0
v_Intercept,0.312,0.069,0.183,0.438,0.002,0.002,776.0,732.0,1.0
a,0.688,0.012,0.664,0.709,0.0,0.0,741.0,610.0,1.0
