,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],-0.146,0.162,-0.461,0.136,0.006,0.004,842.0,775.0,1.0
z_Intercept,0.479,0.012,0.456,0.5,0.0,0.0,799.0,822.0,1.0
t,0.207,0.003,0.202,0.216,0.0,0.0,349.0,243.0,1.01
v_signed_contrast,8.151,0.409,7.356,8.871,0.014,0.012,880.0,668.0,1.0
v_Intercept,0.155,0.136,-0.107,0.394,0.005,0.003,769.0,687.0,1.0
a,0.45,0.01,0.429,0.466,0.001,0.0,361.0,313.0,1.01
