,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.477,0.221,0.05,0.899,0.007,0.006,922.0,806.0,1.0
z_Intercept,0.514,0.015,0.487,0.544,0.001,0.0,868.0,783.0,1.0
t,0.197,0.001,0.195,0.2,0.0,0.0,1078.0,825.0,1.0
v_signed_contrast,6.376,0.458,5.562,7.243,0.013,0.015,1205.0,694.0,1.01
z_prevresp_cat[prev_right],0.08,0.023,0.038,0.119,0.001,0.001,967.0,812.0,1.0
v_Intercept,-0.797,0.153,-1.071,-0.51,0.006,0.005,757.0,692.0,1.0
a,0.387,0.007,0.375,0.4,0.0,0.0,930.0,848.0,1.0
