,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.454,0.017,0.424,0.488,0.001,0.001,717.0,654.0,1.01
t,0.179,0.003,0.173,0.184,0.0,0.0,605.0,851.0,1.0
z_prevresp_cat[prev_right],0.049,0.021,0.012,0.091,0.001,0.001,855.0,704.0,1.0
v_signed_contrast,7.052,0.49,6.207,7.987,0.018,0.015,755.0,733.0,1.01
v_Intercept,-0.404,0.131,-0.652,-0.168,0.005,0.003,601.0,679.0,1.0
a,0.429,0.012,0.407,0.45,0.0,0.0,649.0,627.0,1.01
