,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.009,0.146,-0.269,0.277,0.005,0.005,763.0,746.0,1.0
z_Intercept,0.449,0.022,0.409,0.491,0.001,0.001,602.0,703.0,1.0
t,0.116,0.006,0.105,0.126,0.0,0.0,536.0,582.0,1.0
v_signed_contrast,4.876,0.304,4.299,5.408,0.01,0.009,1020.0,868.0,1.0
z_prevresp_cat[prev_right],0.008,0.027,-0.04,0.055,0.001,0.001,685.0,764.0,1.0
v_Intercept,0.49,0.128,0.241,0.722,0.005,0.004,680.0,694.0,1.0
a,0.759,0.014,0.732,0.785,0.001,0.0,564.0,771.0,1.01
