,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
ddma,0,25.093568851568463,6.340649076671042,0.0,0.5410352123858213,41.41623910955172,0.0,False,log
ddmb,1,25.08291482066296,7.22837557929822,0.01065403090550987,0.08247021961877533,41.40829165998959,1.2700544188574314,False,log
ddmd,2,24.935555913033,7.865107774579506,0.1580129385354816,0.3764945679954046,41.46480904135616,1.5637044635380168,False,log
ddmc,3,24.330478400197613,6.8582939098551705,0.7630904513708616,0.0,41.41428664720982,0.27960961363923315,False,log
