,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
ddmd,0,-196.1455153501181,7.699220671704154,0.0,0.749409295430564,37.38924219963656,0.0,False,log
ddmb,1,-196.21813251054982,7.168605469909096,0.07261716043173738,0.0,37.368614668159644,1.0351674255290284,False,log
ddma,2,-199.15660909128323,5.553762044584033,3.0110937411651033,0.25059070456943555,37.473295605009575,3.4907922580250608,False,log
ddmc,3,-199.82930340977737,6.582346330874429,3.683788059659287,4.440892098500626e-16,37.50996616934927,3.3440455652744534,False,log
