,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.46,0.013,0.435,0.485,0.001,0.0,597.0,764.0,1.01
t,0.142,0.006,0.13,0.154,0.0,0.0,686.0,475.0,1.0
v_signed_contrast,5.153,0.286,4.587,5.658,0.01,0.01,803.0,537.0,1.0
v_Intercept,0.764,0.068,0.638,0.89,0.003,0.002,669.0,654.0,1.01
a,0.773,0.017,0.744,0.807,0.001,0.001,739.0,576.0,1.0
