,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.065,0.093,-0.119,0.24,0.003,0.003,1115.0,675.0,1.01
z_Intercept,0.515,0.012,0.495,0.541,0.001,0.0,579.0,668.0,1.01
t,0.178,0.006,0.168,0.189,0.0,0.0,822.0,710.0,1.01
v_signed_contrast,4.589,0.199,4.208,4.95,0.007,0.005,878.0,883.0,1.0
v_Intercept,0.132,0.075,-0.005,0.277,0.003,0.002,664.0,678.0,1.0
a,0.83,0.015,0.804,0.86,0.001,0.0,785.0,847.0,1.0
