,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.529,0.013,0.504,0.552,0.001,0.0,614.0,654.0,1.0
t,0.121,0.005,0.112,0.13,0.0,0.0,743.0,694.0,1.0
v_signed_contrast,3.05,0.23,2.593,3.447,0.008,0.007,822.0,631.0,1.0
v_Intercept,0.346,0.07,0.198,0.456,0.003,0.002,601.0,700.0,1.0
a,0.718,0.014,0.694,0.746,0.0,0.0,840.0,609.0,1.01
