,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.518,0.011,0.498,0.541,0.0,0.0,762.0,761.0,1.01
t,0.168,0.002,0.164,0.173,0.0,0.0,712.0,647.0,1.0
v_signed_contrast,8.032,0.387,7.345,8.765,0.012,0.01,985.0,791.0,1.01
v_Intercept,0.28,0.093,0.118,0.459,0.003,0.002,810.0,706.0,1.0
a,0.527,0.011,0.505,0.546,0.0,0.0,712.0,592.0,1.0
