,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],-0.051,0.177,-0.391,0.267,0.006,0.005,796.0,776.0,1.01
z_Intercept,0.612,0.021,0.572,0.651,0.001,0.001,656.0,606.0,1.0
t,0.143,0.005,0.135,0.153,0.0,0.0,567.0,378.0,1.0
v_signed_contrast,6.921,0.363,6.226,7.615,0.014,0.012,661.0,648.0,1.0
z_prevresp_cat[prev_right],-0.023,0.025,-0.067,0.026,0.001,0.001,713.0,489.0,1.01
v_Intercept,0.846,0.138,0.58,1.096,0.006,0.004,615.0,657.0,1.01
a,0.733,0.018,0.702,0.767,0.001,0.001,938.0,638.0,1.0
