,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.498,0.016,0.468,0.527,0.001,0.0,722.0,643.0,1.0
t,0.152,0.005,0.142,0.161,0.0,0.0,934.0,845.0,1.0
z_prevresp_cat[prev_right],0.038,0.02,-0.001,0.075,0.001,0.001,997.0,688.0,1.0
v_signed_contrast,4.305,0.224,3.877,4.712,0.008,0.007,820.0,602.0,1.0
v_Intercept,0.177,0.076,0.04,0.314,0.003,0.002,606.0,522.0,1.0
a,0.702,0.013,0.677,0.727,0.0,0.0,880.0,763.0,1.0
