,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.07,0.11,-0.137,0.279,0.003,0.004,1340.0,714.0,1.0
z_Intercept,0.445,0.012,0.423,0.467,0.0,0.0,719.0,685.0,1.0
t,0.146,0.005,0.138,0.157,0.0,0.0,794.0,715.0,1.0
v_signed_contrast,5.729,0.255,5.241,6.217,0.009,0.008,866.0,651.0,1.0
v_Intercept,0.149,0.094,-0.029,0.308,0.003,0.003,823.0,737.0,1.0
a,0.73,0.016,0.698,0.758,0.001,0.0,739.0,658.0,1.0
