,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.48,0.012,0.459,0.504,0.0,0.0,658.0,664.0,1.0
t,0.207,0.003,0.202,0.213,0.0,0.0,329.0,181.0,1.01
v_signed_contrast,8.137,0.417,7.372,8.914,0.015,0.013,786.0,675.0,1.0
v_Intercept,0.074,0.102,-0.108,0.266,0.004,0.003,620.0,543.0,1.0
a,0.451,0.009,0.434,0.468,0.001,0.001,389.0,249.0,1.01
