,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.523,0.012,0.501,0.545,0.0,0.0,794.0,719.0,1.0
t,0.118,0.005,0.109,0.126,0.0,0.0,660.0,716.0,1.0
v_signed_contrast,5.25,0.278,4.739,5.767,0.009,0.008,1022.0,740.0,1.0
v_Intercept,-0.023,0.073,-0.166,0.109,0.003,0.002,790.0,707.0,1.0
a,0.685,0.013,0.662,0.709,0.001,0.0,596.0,656.0,1.01
