,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.545,0.016,0.516,0.576,0.001,0.0,753.0,564.0,1.0
t,0.153,0.006,0.143,0.164,0.0,0.0,656.0,455.0,1.02
z_prevresp_cat[prev_right],0.011,0.018,-0.023,0.043,0.001,0.001,838.0,562.0,1.0
v_signed_contrast,7.247,0.287,6.709,7.793,0.009,0.01,1077.0,722.0,1.01
v_Intercept,0.316,0.064,0.193,0.431,0.002,0.002,748.0,699.0,1.0
a,0.783,0.016,0.755,0.814,0.001,0.001,626.0,554.0,1.01
