,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.547,0.011,0.526,0.568,0.0,0.0,743.0,738.0,1.0
t,0.197,0.001,0.194,0.199,0.0,0.0,735.0,796.0,1.0
v_signed_contrast,6.246,0.437,5.494,7.109,0.015,0.013,863.0,544.0,1.0
v_Intercept,-0.579,0.109,-0.782,-0.382,0.004,0.004,676.0,696.0,1.0
a,0.384,0.007,0.371,0.397,0.0,0.0,769.0,747.0,1.0
