,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.556,0.017,0.525,0.586,0.001,0.0,731.0,898.0,1.0
t,0.132,0.005,0.123,0.14,0.0,0.0,743.0,619.0,1.0
z_prevresp_cat[prev_right],0.017,0.019,-0.02,0.052,0.001,0.001,1182.0,718.0,1.0
v_signed_contrast,5.348,0.262,4.872,5.862,0.009,0.007,897.0,832.0,1.01
v_Intercept,0.016,0.088,-0.152,0.165,0.003,0.002,678.0,570.0,1.0
a,0.706,0.016,0.678,0.738,0.001,0.0,624.0,643.0,1.01
