,index,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
500,alpha_1|participant_id_offset[10],0.038,1.089,-2.159,1.898,0.034,0.025,1012.0,992.0,
501,alpha_1|participant_id_offset[11],-0.048,1.104,-2.072,2.047,0.035,0.025,999.0,714.0,
502,alpha_1|participant_id_offset[12],-0.016,1.114,-2.13,2.045,0.036,0.025,960.0,940.0,
503,alpha_1|participant_id_offset[13],-0.019,1.11,-2.008,2.081,0.035,0.026,1014.0,949.0,
504,alpha_1|participant_id_offset[14],-0.113,1.165,-2.414,1.905,0.04,0.028,865.0,1015.0,
505,alpha_1|participant_id_offset[15],0.015,1.149,-2.404,1.92,0.036,0.027,1028.0,983.0,
506,alpha_1|participant_id_offset[16],0.035,1.077,-2.109,1.939,0.032,0.025,1132.0,907.0,
507,alpha_1|participant_id_offset[17],0.017,1.106,-1.973,2.094,0.035,0.026,1006.0,844.0,
508,alpha_1|participant_id_offset[18],0.047,1.109,-1.951,2.183,0.035,0.025,1022.0,1022.0,
509,alpha_1|participant_id_offset[19],-0.028,1.118,-2.152,2.064,0.038,0.027,889.0,841.0,
510,alpha_1|participant_id_offset[20],0.025,1.154,-2.331,2.025,0.037,0.027,958.0,796.0,
511,alpha_1|participant_id_offset[21],-0.048,1.112,-2.116,1.959,0.035,0.025,1032.0,1026.0,
512,alpha_1|participant_id_offset[22],0.012,1.062,-2.089,1.925,0.038,0.027,788.0,844.0,
513,alpha_1|participant_id_offset[23],-0.064,1.126,-2.193,1.935,0.036,0.026,998.0,1013.0,
514,alpha_1|participant_id_offset[24],0.016,1.097,-1.909,2.35,0.034,0.026,1016.0,982.0,
515,alpha_1|participant_id_offset[25],0.032,1.094,-1.969,2.149,0.037,0.026,863.0,906.0,
516,alpha_1|participant_id_offset[26],0.151,1.106,-1.793,2.252,0.035,0.027,991.0,901.0,
517,alpha_1|participant_id_offset[27],-0.022,1.119,-2.024,2.112,0.035,0.025,1013.0,1062.0,
518,alpha_1|participant_id_offset[28],0.051,1.108,-2.078,2.048,0.035,0.025,1002.0,1017.0,
519,alpha_1|participant_id_offset[29],0.026,1.103,-2.058,2.126,0.036,0.025,957.0,942.0,
520,alpha_1|participant_id_offset[30],0.03,1.116,-2.138,2.104,0.033,0.025,1158.0,939.0,
521,alpha_1|participant_id_offset[31],0.059,1.152,-2.202,2.07,0.038,0.027,937.0,994.0,
522,alpha_1|participant_id_offset[32],0.027,1.089,-1.967,2.111,0.034,0.026,1051.0,942.0,
523,alpha_1|participant_id_offset[33],0.042,1.108,-2.199,1.918,0.035,0.025,1018.0,925.0,
524,alpha_1|participant_id_offset[34],0.002,1.158,-1.978,2.189,0.039,0.027,887.0,952.0,
525,alpha_1|participant_id_offset[35],-0.008,1.126,-2.191,1.993,0.035,0.028,1058.0,841.0,
526,alpha_1|participant_id_offset[36],0.029,1.105,-2.135,2.022,0.035,0.029,1012.0,818.0,
527,alpha_1|participant_id_offset[37],0.017,1.196,-2.147,2.193,0.039,0.028,934.0,591.0,
528,alpha_1|participant_id_offset[38],0.001,1.147,-2.04,2.223,0.038,0.027,915.0,880.0,
529,alpha_1|participant_id_offset[39],0.052,1.13,-2.089,2.038,0.035,0.028,1060.0,940.0,
530,alpha_1|participant_id_offset[40],-0.048,1.111,-2.293,1.916,0.034,0.025,1092.0,867.0,
531,alpha_1|participant_id_offset[41],0.054,1.07,-2.033,1.993,0.033,0.024,1030.0,944.0,
532,alpha_1|participant_id_offset[42],0.028,1.111,-1.919,2.285,0.036,0.03,961.0,918.0,
533,alpha_1|participant_id_offset[43],0.005,1.161,-2.115,2.262,0.038,0.027,909.0,887.0,
534,alpha_1|participant_id_offset[44],0.049,1.081,-1.991,2.03,0.037,0.026,859.0,819.0,
535,alpha_1|participant_id_offset[45],0.121,1.088,-1.999,2.053,0.034,0.024,1045.0,950.0,
536,alpha_1|participant_id_offset[46],-0.028,1.092,-1.932,2.058,0.034,0.026,1012.0,934.0,
537,alpha_1|participant_id_offset[47],-0.04,1.109,-2.191,2.013,0.04,0.029,755.0,888.0,
538,alpha_1|participant_id_offset[48],0.018,1.138,-2.293,1.95,0.038,0.027,920.0,944.0,
539,alpha_1|participant_id_offset[49],-0.028,1.107,-2.175,1.931,0.034,0.025,1088.0,944.0,
540,alpha_1|participant_id_offset[50],0.096,1.095,-2.268,1.873,0.034,0.026,1028.0,942.0,
541,alpha_1|participant_id_offset[51],0.039,1.149,-2.157,2.081,0.041,0.029,784.0,813.0,
542,alpha_1|participant_id_offset[52],0.076,1.098,-2.054,2.059,0.039,0.029,770.0,735.0,
543,alpha_1|participant_id_offset[53],0.094,1.115,-2.059,2.107,0.035,0.025,1025.0,968.0,
544,alpha_1|participant_id_offset[54],0.037,1.145,-1.981,2.218,0.041,0.029,795.0,897.0,
545,alpha_1|participant_id_offset[55],0.03,1.091,-1.9,2.21,0.035,0.025,949.0,1007.0,
546,alpha_1|participant_id_offset[56],0.0,1.116,-1.85,2.19,0.038,0.028,852.0,699.0,
547,alpha_1|participant_id_offset[57],0.026,1.125,-2.071,2.134,0.035,0.025,1039.0,1024.0,
548,alpha_1|participant_id_offset[58],-0.003,1.059,-1.874,2.053,0.035,0.025,916.0,874.0,
549,alpha_1|participant_id_offset[59],0.07,1.147,-2.241,1.973,0.037,0.026,932.0,975.0,
550,alpha_1|participant_id_offset[60],0.052,1.145,-2.109,2.137,0.039,0.027,875.0,877.0,
551,alpha_1|participant_id_offset[61],0.063,1.115,-1.794,2.231,0.035,0.024,1033.0,831.0,
552,alpha_1|participant_id_offset[62],0.03,1.12,-2.01,2.046,0.038,0.027,889.0,763.0,
553,alpha_1|participant_id_offset[63],0.037,1.118,-1.873,2.256,0.038,0.027,866.0,818.0,
554,alpha_1|participant_id_offset[64],0.015,1.091,-1.824,2.226,0.035,0.024,996.0,807.0,
555,alpha_1|participant_id_offset[65],0.038,1.148,-1.914,2.306,0.036,0.025,1025.0,979.0,
556,alpha_1|participant_id_offset[66],-0.026,1.072,-2.011,2.019,0.034,0.024,980.0,989.0,
557,alpha_1|participant_id_offset[67],-0.017,1.137,-1.994,2.14,0.037,0.029,969.0,906.0,
558,alpha_1|participant_id_offset[68],0.06,1.139,-2.083,2.177,0.038,0.027,878.0,944.0,
559,alpha_1|participant_id_offset[69],-0.008,1.094,-2.02,2.045,0.034,0.024,1065.0,1039.0,
560,p_outlier,0.04,0.005,0.031,0.048,0.0,0.0,1092.0,944.0,
561,v_signed_contrast|participant_id_sigma,0.179,0.226,0.003,0.526,0.007,0.005,1066.0,821.0,
562,t_1|participant_id_mu,0.015,0.297,-0.573,0.558,0.01,0.007,913.0,876.0,
563,alpha_Intercept,3.777,0.9,2.113,5.426,0.029,0.021,975.0,847.0,
564,v_signed_contrast,1.003,0.559,-0.073,1.989,0.017,0.012,1112.0,867.0,
565,t_1|participant_id_offset[1],0.359,1.065,-1.756,2.231,0.032,0.025,1097.0,1022.0,
566,t_1|participant_id_offset[2],-1.119,1.011,-3.084,0.663,0.03,0.022,1128.0,981.0,
567,t_1|participant_id_offset[3],-0.584,1.124,-2.78,1.353,0.035,0.025,1016.0,866.0,
568,t_1|participant_id_offset[4],1.221,0.905,-0.553,2.907,0.027,0.02,1092.0,723.0,
569,t_1|participant_id_offset[5],-0.413,1.139,-2.372,1.907,0.037,0.026,956.0,926.0,
570,t_1|participant_id_offset[6],0.618,1.101,-1.213,2.876,0.035,0.025,977.0,969.0,
571,t_1|participant_id_offset[7],-1.225,1.084,-3.156,0.837,0.034,0.025,1013.0,871.0,
572,t_1|participant_id_offset[8],0.236,1.089,-1.825,2.263,0.034,0.024,1053.0,942.0,
573,t_1|participant_id_offset[9],0.568,1.162,-1.503,2.88,0.037,0.028,977.0,1023.0,
574,t_1|participant_id_offset[10],1.722,1.527,-1.516,4.294,0.048,0.034,1011.0,875.0,
575,t_1|participant_id_offset[11],-1.785,1.003,-3.693,0.033,0.032,0.022,1001.0,1019.0,
576,t_1|participant_id_offset[12],-0.471,1.188,-2.492,1.881,0.037,0.026,1008.0,884.0,
577,t_1|participant_id_offset[13],-0.233,1.083,-2.256,1.698,0.036,0.026,856.0,551.0,
578,t_1|participant_id_offset[14],4.06,0.903,2.179,5.513,0.028,0.02,1024.0,1070.0,
579,t_1|participant_id_offset[15],3.036,1.288,0.639,5.408,0.04,0.029,1013.0,735.0,
580,t_1|participant_id_offset[16],0.789,0.994,-1.244,2.447,0.031,0.024,1024.0,1060.0,
581,t_1|participant_id_offset[17],0.696,0.902,-1.113,2.239,0.028,0.021,1007.0,908.0,
582,t_1|participant_id_offset[18],-0.173,1.036,-2.27,1.579,0.033,0.023,996.0,1023.0,
583,t_1|participant_id_offset[19],0.345,1.058,-1.446,2.473,0.032,0.024,1099.0,1017.0,
584,t_1|participant_id_offset[20],0.122,1.097,-1.988,2.068,0.035,0.026,966.0,811.0,
585,t_1|participant_id_offset[21],-0.123,1.003,-1.995,1.712,0.033,0.023,934.0,851.0,
586,t_1|participant_id_offset[22],0.09,1.076,-1.912,2.08,0.033,0.024,1047.0,981.0,
587,t_1|participant_id_offset[23],0.726,1.164,-1.478,2.877,0.038,0.027,953.0,1022.0,
588,t_1|participant_id_offset[24],-0.926,0.999,-2.859,0.805,0.031,0.024,1035.0,907.0,
589,t_1|participant_id_offset[25],-2.396,0.991,-4.26,-0.568,0.031,0.022,996.0,1049.0,
590,t_1|participant_id_offset[26],3.129,0.951,1.384,4.958,0.028,0.02,1115.0,1014.0,
591,t_1|participant_id_offset[27],1.161,1.489,-1.51,4.15,0.049,0.036,919.0,897.0,
592,t_1|participant_id_offset[28],0.021,0.988,-1.799,1.931,0.03,0.022,1122.0,972.0,
593,t_1|participant_id_offset[29],-1.896,1.144,-3.875,0.511,0.035,0.025,1056.0,944.0,
594,t_1|participant_id_offset[30],-0.015,1.082,-2.032,1.937,0.034,0.024,1004.0,876.0,
595,t_1|participant_id_offset[31],0.729,1.035,-1.261,2.584,0.033,0.024,998.0,904.0,
596,t_1|participant_id_offset[32],2.774,0.996,0.93,4.662,0.031,0.023,1052.0,975.0,
597,t_1|participant_id_offset[33],3.445,1.13,1.474,5.689,0.037,0.027,939.0,740.0,
598,t_1|participant_id_offset[34],3.884,1.104,1.916,6.068,0.035,0.025,1012.0,983.0,
599,t_1|participant_id_offset[35],-0.399,0.979,-2.201,1.403,0.032,0.022,945.0,983.0,
600,t_1|participant_id_offset[36],0.959,1.327,-1.736,3.198,0.041,0.032,1034.0,907.0,
601,t_1|participant_id_offset[37],3.308,1.208,1.117,5.451,0.039,0.028,977.0,849.0,
602,t_1|participant_id_offset[38],0.877,1.334,-1.39,3.477,0.041,0.031,1047.0,1018.0,
603,t_1|participant_id_offset[39],1.846,1.167,-0.303,3.895,0.037,0.027,1005.0,983.0,
604,t_1|participant_id_offset[40],-1.033,0.94,-2.928,0.512,0.033,0.023,814.0,852.0,
605,t_1|participant_id_offset[41],-2.589,1.132,-4.902,-0.56,0.036,0.026,988.0,651.0,
606,t_1|participant_id_offset[42],-1.566,1.047,-3.504,0.342,0.031,0.022,1135.0,873.0,
607,t_1|participant_id_offset[43],3.082,1.118,0.832,5.088,0.036,0.027,962.0,936.0,
608,t_1|participant_id_offset[44],0.111,1.072,-1.975,1.977,0.035,0.025,940.0,967.0,
609,t_1|participant_id_offset[45],-0.519,0.989,-2.369,1.23,0.03,0.022,1088.0,961.0,
610,t_1|participant_id_offset[46],0.164,1.1,-1.743,2.393,0.034,0.024,1064.0,1017.0,
611,t_1|participant_id_offset[47],-0.409,1.139,-2.476,1.817,0.034,0.026,1125.0,981.0,
612,t_1|participant_id_offset[48],-0.471,1.029,-2.624,1.338,0.032,0.023,1034.0,983.0,
613,t_1|participant_id_offset[49],0.034,0.977,-1.768,1.912,0.03,0.023,1071.0,864.0,
614,t_1|participant_id_offset[50],3.755,1.153,1.607,5.941,0.037,0.027,986.0,845.0,
615,t_1|participant_id_offset[51],0.136,1.083,-1.881,2.179,0.035,0.025,948.0,1016.0,
616,t_1|participant_id_offset[52],0.449,1.01,-1.326,2.408,0.03,0.024,1125.0,988.0,
617,t_1|participant_id_offset[53],0.379,1.167,-1.875,2.547,0.035,0.027,1143.0,945.0,
618,t_1|participant_id_offset[54],-0.857,1.021,-2.933,0.868,0.033,0.023,978.0,982.0,
619,t_1|participant_id_offset[55],0.325,0.972,-1.459,2.116,0.029,0.022,1113.0,948.0,
620,t_1|participant_id_offset[56],1.639,1.091,-0.281,3.692,0.035,0.025,961.0,952.0,
621,t_1|participant_id_offset[57],2.104,1.09,0.029,3.984,0.034,0.025,1029.0,935.0,
622,t_1|participant_id_offset[58],0.86,1.21,-1.359,3.187,0.04,0.028,941.0,888.0,
