,index,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
724,a_1|participant_id_offset[20],0.394,1.089,-1.77,2.287,0.036,0.025,926.0,982.0,
725,a_1|participant_id_offset[21],0.255,0.81,-1.267,1.75,0.027,0.019,896.0,874.0,
726,a_1|participant_id_offset[22],0.813,0.862,-0.72,2.454,0.029,0.021,874.0,978.0,
727,a_1|participant_id_offset[23],0.171,0.743,-1.255,1.578,0.024,0.017,987.0,984.0,
728,a_1|participant_id_offset[24],0.091,0.766,-1.32,1.529,0.026,0.019,850.0,845.0,
729,a_1|participant_id_offset[25],1.318,1.217,-1.01,3.504,0.042,0.03,846.0,909.0,
730,a_1|participant_id_offset[26],-0.383,0.804,-1.924,1.072,0.026,0.019,938.0,917.0,
731,a_1|participant_id_offset[27],-1.486,0.846,-3.091,0.111,0.027,0.019,1013.0,948.0,
732,a_1|participant_id_offset[28],-0.697,0.889,-2.343,0.924,0.031,0.022,825.0,919.0,
733,a_1|participant_id_offset[29],0.714,0.937,-1.169,2.336,0.034,0.024,780.0,885.0,
734,a_1|participant_id_offset[30],2.891,0.839,1.354,4.442,0.029,0.021,812.0,841.0,
735,a_1|participant_id_offset[31],-0.475,0.835,-2.143,0.961,0.029,0.02,842.0,792.0,
736,a_1|participant_id_offset[32],-2.94,0.831,-4.519,-1.427,0.028,0.02,889.0,873.0,
737,a_1|participant_id_offset[33],-2.641,0.828,-4.246,-1.157,0.028,0.02,871.0,837.0,
738,a_1|participant_id_offset[34],-1.655,0.841,-3.312,-0.219,0.028,0.019,930.0,982.0,
739,a_1|participant_id_offset[35],0.069,0.825,-1.371,1.781,0.029,0.021,809.0,916.0,
740,a_1|participant_id_offset[36],0.978,0.89,-0.842,2.456,0.031,0.022,837.0,962.0,
741,a_1|participant_id_offset[37],0.043,0.753,-1.456,1.405,0.024,0.017,1012.0,901.0,
742,a_1|participant_id_offset[38],-0.122,0.743,-1.517,1.204,0.025,0.018,857.0,843.0,
743,a_1|participant_id_offset[39],-2.532,0.825,-3.993,-0.929,0.027,0.019,965.0,749.0,
744,a_1|participant_id_offset[40],1.796,0.865,0.015,3.282,0.028,0.02,944.0,851.0,
745,a_1|participant_id_offset[41],0.628,0.934,-1.25,2.249,0.032,0.022,862.0,874.0,
746,a_1|participant_id_offset[42],1.254,0.882,-0.382,2.87,0.032,0.022,779.0,845.0,
747,a_1|participant_id_offset[43],-1.46,0.763,-2.911,-0.096,0.025,0.018,931.0,897.0,
748,a_1|participant_id_offset[44],0.636,0.887,-1.089,2.203,0.03,0.022,884.0,796.0,
749,a_1|participant_id_offset[45],-0.147,0.942,-1.969,1.473,0.033,0.023,829.0,944.0,
750,a_1|participant_id_offset[46],1.199,0.857,-0.388,2.731,0.03,0.022,797.0,933.0,
751,a_1|participant_id_offset[47],0.784,0.947,-1.066,2.42,0.033,0.024,810.0,1070.0,
752,a_1|participant_id_offset[48],1.739,0.934,0.081,3.518,0.031,0.022,906.0,941.0,
753,a_1|participant_id_offset[49],1.472,1.103,-0.623,3.452,0.039,0.027,826.0,948.0,
754,a_1|participant_id_offset[50],-1.064,0.696,-2.284,0.284,0.022,0.016,962.0,904.0,
755,a_1|participant_id_offset[51],0.416,0.876,-1.101,2.096,0.028,0.02,1017.0,1010.0,
756,a_1|participant_id_offset[52],1.144,0.98,-0.741,2.913,0.034,0.024,844.0,952.0,
757,a_1|participant_id_offset[53],1.446,0.784,0.064,2.942,0.027,0.019,844.0,882.0,
758,a_1|participant_id_offset[54],0.38,0.991,-1.614,2.038,0.034,0.024,872.0,906.0,
