,index,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
201,v_1|participant_id[59],-3.268,1.126,-5.555,-1.498,0.035,0.025,1039.0,742.0,
202,v_1|participant_id[60],1.866,0.943,0.274,3.755,0.031,0.022,958.0,1016.0,
203,v_1|participant_id[61],-1.516,0.608,-2.651,-0.342,0.019,0.014,1076.0,762.0,
204,v_1|participant_id[62],-1.158,0.62,-2.344,-0.054,0.019,0.014,1011.0,850.0,
205,v_1|participant_id[63],-1.149,0.528,-2.282,-0.288,0.016,0.012,1031.0,981.0,
206,v_1|participant_id[64],1.162,0.536,0.098,2.046,0.017,0.012,1025.0,856.0,
207,v_1|participant_id[65],-0.328,0.414,-1.131,0.405,0.013,0.009,1049.0,934.0,
208,v_1|participant_id[66],-1.04,1.629,-4.075,2.042,0.054,0.038,894.0,899.0,
209,v_1|participant_id[67],0.7,0.487,-0.134,1.646,0.015,0.011,1017.0,901.0,
210,v_1|participant_id[68],0.019,0.503,-0.928,0.94,0.015,0.012,1106.0,856.0,
211,v_1|participant_id[69],-0.677,0.652,-1.926,0.385,0.022,0.015,880.0,834.0,
212,t_1|participant_id[1],0.231,0.363,-0.369,0.913,0.012,0.008,981.0,941.0,
213,t_1|participant_id[2],-0.246,0.313,-0.811,0.312,0.01,0.007,1024.0,994.0,
214,t_1|participant_id[3],-0.041,0.349,-0.61,0.678,0.011,0.008,1060.0,992.0,
215,t_1|participant_id[4],0.407,0.395,-0.246,1.163,0.013,0.009,966.0,1026.0,
216,t_1|participant_id[5],0.019,0.365,-0.682,0.708,0.012,0.009,938.0,665.0,
217,t_1|participant_id[6],0.124,0.343,-0.406,0.846,0.011,0.008,1022.0,979.0,
218,t_1|participant_id[7],-0.232,0.354,-0.827,0.437,0.011,0.008,958.0,944.0,
219,t_1|participant_id[8],0.1,0.293,-0.426,0.692,0.009,0.007,962.0,982.0,
220,t_1|participant_id[9],0.255,0.367,-0.499,0.901,0.013,0.009,806.0,914.0,
221,t_1|participant_id[10],0.519,0.506,-0.361,1.573,0.017,0.012,926.0,988.0,
222,t_1|participant_id[11],-0.407,0.303,-0.957,0.163,0.01,0.007,905.0,1066.0,
223,t_1|participant_id[12],0.028,0.363,-0.619,0.71,0.011,0.008,1139.0,991.0,
224,t_1|participant_id[13],0.02,0.343,-0.646,0.646,0.011,0.008,960.0,829.0,
225,t_1|participant_id[14],0.933,0.389,0.318,1.675,0.012,0.008,1039.0,952.0,
226,t_1|participant_id[15],0.72,0.399,0.031,1.485,0.013,0.009,943.0,794.0,
227,t_1|participant_id[16],0.215,0.345,-0.353,0.898,0.011,0.008,872.0,915.0,
228,t_1|participant_id[17],0.195,0.354,-0.422,0.882,0.012,0.008,927.0,982.0,
229,t_1|participant_id[18],0.059,0.32,-0.484,0.707,0.01,0.008,979.0,954.0,
230,t_1|participant_id[19],0.185,0.351,-0.41,0.907,0.011,0.008,911.0,1072.0,
231,t_1|participant_id[20],0.03,0.274,-0.497,0.554,0.009,0.006,901.0,905.0,
232,t_1|participant_id[21],-0.025,0.313,-0.537,0.661,0.009,0.007,1088.0,950.0,
233,t_1|participant_id[22],0.105,0.321,-0.471,0.724,0.009,0.007,1186.0,767.0,
234,t_1|participant_id[23],0.285,0.368,-0.352,1.047,0.011,0.008,1108.0,983.0,
235,t_1|participant_id[24],-0.171,0.318,-0.773,0.405,0.01,0.008,1049.0,999.0,
236,t_1|participant_id[25],-0.529,0.266,-1.053,-0.11,0.008,0.006,1014.0,1026.0,
237,t_1|participant_id[26],0.881,0.407,0.249,1.611,0.013,0.009,1005.0,1086.0,
238,t_1|participant_id[27],0.466,0.399,-0.24,1.214,0.013,0.009,945.0,1121.0,
239,t_1|participant_id[28],0.181,0.373,-0.463,0.902,0.011,0.009,1023.0,919.0,
240,t_1|participant_id[29],-0.364,0.374,-1.06,0.318,0.013,0.009,864.0,950.0,
241,t_1|participant_id[30],0.097,0.318,-0.476,0.71,0.009,0.008,1171.0,1024.0,
242,t_1|participant_id[31],0.235,0.341,-0.394,0.866,0.01,0.008,1063.0,878.0,
243,t_1|participant_id[32],0.633,0.395,-0.012,1.449,0.013,0.009,932.0,1024.0,
244,t_1|participant_id[33],0.796,0.395,0.064,1.477,0.013,0.009,929.0,941.0,
245,t_1|participant_id[34],0.855,0.391,0.202,1.644,0.012,0.009,964.0,1072.0,
246,t_1|participant_id[35],-0.044,0.335,-0.626,0.595,0.011,0.008,905.0,944.0,
247,t_1|participant_id[36],0.364,0.451,-0.471,1.197,0.015,0.011,866.0,930.0,
248,t_1|participant_id[37],0.718,0.406,-0.06,1.447,0.013,0.009,965.0,903.0,
249,t_1|participant_id[38],0.33,0.4,-0.392,1.085,0.013,0.009,979.0,1110.0,
250,t_1|participant_id[39],0.54,0.378,-0.065,1.285,0.012,0.008,955.0,986.0,
251,t_1|participant_id[40],-0.159,0.305,-0.732,0.348,0.01,0.007,874.0,844.0,
252,t_1|participant_id[41],-0.532,0.362,-1.2,0.106,0.011,0.008,961.0,1026.0,
253,t_1|participant_id[42],-0.27,0.341,-0.882,0.426,0.011,0.008,898.0,825.0,
254,t_1|participant_id[43],0.706,0.394,0.07,1.492,0.012,0.009,987.0,990.0,
255,t_1|participant_id[44],0.137,0.356,-0.483,0.789,0.011,0.008,1001.0,1030.0,
